date,route,day_of_week,month,price,promo_flag,bookings,revenue
2024-05-21,DXB-BOM,1,5,181.21,1,578,104738.08
2024-05-22,DXB-BOM,2,5,223.27,0,375,83725.37
2024-05-23,DXB-BOM,3,5,223.5,0,493,110187.6
2024-05-24,DXB-BOM,4,5,223.66,0,499,111606.92
2024-05-25,DXB-BOM,5,5,222.33,0,543,120726.59
2024-05-26,DXB-BOM,6,5,222.11,0,440,97727.77
2024-05-27,DXB-BOM,0,5,219.92,0,441,96985.78
2024-05-28,DXB-BOM,1,5,222.03,0,389,86368.07
2024-05-29,DXB-BOM,2,5,221.63,0,423,93748.51
2024-05-30,DXB-BOM,3,5,220.95,0,443,97880.96
2024-05-31,DXB-BOM,4,5,223.39,0,475,106109.37
2024-06-01,DXB-BOM,5,6,172.18,1,881,151692.07
2024-06-02,DXB-BOM,6,6,219.94,0,466,102492.6
2024-06-03,DXB-BOM,0,6,218.35,0,404,88212.26
2024-06-04,DXB-BOM,1,6,218.29,0,403,87972.6
2024-06-05,DXB-BOM,2,6,218.99,0,455,99640.11
2024-06-06,DXB-BOM,3,6,220.14,0,466,102587.51
2024-06-07,DXB-BOM,4,6,224.05,0,513,114936.4
2024-06-08,DXB-BOM,5,6,220.72,0,556,122718.49
2024-06-09,DXB-BOM,6,6,221.67,0,428,94875.48
2024-06-10,DXB-BOM,0,6,220.88,0,391,86362.69
2024-06-11,DXB-BOM,1,6,220.04,0,432,95055.49
2024-06-12,DXB-BOM,2,6,219.14,0,427,93574.41
2024-06-13,DXB-BOM,3,6,217.82,0,539,117403.28
2024-06-14,DXB-BOM,4,6,220.38,0,577,127158.34
2024-06-15,DXB-BOM,5,6,156.71,1,1100,172379.73
2024-06-16,DXB-BOM,6,6,185.28,1,759,140630.77
2024-06-17,DXB-BOM,0,6,223.8,0,426,95338.31
2024-06-18,DXB-BOM,1,6,221.56,0,445,98593.79
2024-06-19,DXB-BOM,2,6,219.59,0,440,96619.87
2024-06-20,DXB-BOM,3,6,216.35,0,601,130026.24
2024-06-21,DXB-BOM,4,6,179.02,1,906,162191.45
2024-06-22,DXB-BOM,5,6,215.59,0,606,130648.26
2024-06-23,DXB-BOM,6,6,215.77,0,543,117161.64
2024-06-24,DXB-BOM,0,6,216.01,0,503,108653.87
2024-06-25,DXB-BOM,1,6,181.33,1,620,112422.51
2024-06-26,DXB-BOM,2,6,215.14,0,462,99392.92
2024-06-27,DXB-BOM,3,6,215.51,0,565,121764.08
2024-06-28,DXB-BOM,4,6,216.63,0,586,126942.71
2024-06-29,DXB-BOM,5,6,213.8,0,631,134907.65
2024-06-30,DXB-BOM,6,6,214.28,0,518,110996.34
2024-07-01,DXB-BOM,0,7,212.51,0,436,92653.14
2024-07-02,DXB-BOM,1,7,211.92,0,485,102781.17
2024-07-03,DXB-BOM,2,7,160.6,1,868,139397.17
2024-07-04,DXB-BOM,3,7,212.87,0,547,116440.57
2024-07-05,DXB-BOM,4,7,211.6,0,667,141136.07
2024-07-06,DXB-BOM,5,7,211.61,0,615,130140.53
2024-07-07,DXB-BOM,6,7,209.31,0,537,112402.03
2024-07-08,DXB-BOM,0,7,211.04,0,493,104042.8
2024-07-09,DXB-BOM,1,7,210.73,0,483,101782.96
2024-07-10,DXB-BOM,2,7,212.41,0,523,111088.17
2024-07-11,DXB-BOM,3,7,211.61,0,536,113423.76
2024-07-12,DXB-BOM,4,7,210.82,0,671,141460.42
2024-07-13,DXB-BOM,5,7,174.3,1,1019,177614.19
2024-07-14,DXB-BOM,6,7,210.97,0,564,118988.34
2024-07-15,DXB-BOM,0,7,209.9,0,537,112715.16
2024-07-16,DXB-BOM,1,7,210.85,0,454,95727.31
2024-07-17,DXB-BOM,2,7,210.27,0,541,113754.07
2024-07-18,DXB-BOM,3,7,207.29,0,618,128103.85
2024-07-19,DXB-BOM,4,7,206.42,0,674,139124.58
2024-07-20,DXB-BOM,5,7,179.51,1,858,154021.53
2024-07-21,DXB-BOM,6,7,204.66,0,488,99875.09
2024-07-22,DXB-BOM,0,7,202.86,0,507,102848.04
2024-07-23,DXB-BOM,1,7,204.22,0,490,100069.38
2024-07-24,DXB-BOM,2,7,204.06,0,500,102031.67
2024-07-25,DXB-BOM,3,7,203.77,0,598,121855.79
2024-07-26,DXB-BOM,4,7,204.73,0,627,128365.65
2024-07-27,DXB-BOM,5,7,206.15,0,629,129667.2
2024-07-28,DXB-BOM,6,7,206.09,0,542,111700.23
2024-07-29,DXB-BOM,0,7,204.9,0,489,100196.94
2024-07-30,DXB-BOM,1,7,202.21,0,545,110203.82
2024-07-31,DXB-BOM,2,7,201.15,0,516,103791.56
2024-08-01,DXB-BOM,3,8,200.19,0,585,117108.71
2024-08-02,DXB-BOM,4,8,200.31,0,641,128398.85
2024-08-03,DXB-BOM,5,8,199.75,0,703,140427.68
2024-08-04,DXB-BOM,6,8,200.75,0,612,122857.61
2024-08-05,DXB-BOM,0,8,199.79,0,429,85708.96
2024-08-06,DXB-BOM,1,8,199.66,0,544,108615.22
2024-08-07,DXB-BOM,2,8,201.39,0,571,114995.41
2024-08-08,DXB-BOM,3,8,201.86,0,547,110417.99
2024-08-09,DXB-BOM,4,8,201.72,0,601,121236.64
2024-08-10,DXB-BOM,5,8,200.77,0,651,130704.14
2024-08-11,DXB-BOM,6,8,199.78,0,563,112473.68
2024-08-12,DXB-BOM,0,8,198.45,0,528,104781.28
2024-08-13,DXB-BOM,1,8,197.59,0,452,89308.94
2024-08-14,DXB-BOM,2,8,198.67,0,493,97942.61
2024-08-15,DXB-BOM,3,8,198.28,0,645,127890.09
2024-08-16,DXB-BOM,4,8,196.2,0,620,121643.17
2024-08-17,DXB-BOM,5,8,198.79,0,717,142535.05
2024-08-18,DXB-BOM,6,8,199.21,0,593,118134.47
2024-08-19,DXB-BOM,0,8,197.04,0,461,90837.53
2024-08-20,DXB-BOM,1,8,196.32,0,527,103460.84
2024-08-21,DXB-BOM,2,8,196.42,0,524,102926.16
2024-08-22,DXB-BOM,3,8,198.92,0,559,111194.46
2024-08-23,DXB-BOM,4,8,197.19,0,647,127581.36
2024-08-24,DXB-BOM,5,8,198.59,0,674,133847.22
2024-08-25,DXB-BOM,6,8,150.06,1,988,148261.3
2024-08-26,DXB-BOM,0,8,199.6,0,530,105790.64
2024-08-27,DXB-BOM,1,8,199.12,0,497,98961.58
2024-08-28,DXB-BOM,2,8,197.49,0,471,93018.38
2024-08-29,DXB-BOM,3,8,197.11,0,558,109988.81
2024-08-30,DXB-BOM,4,8,196.98,0,739,145570.34
2024-08-31,DXB-BOM,5,8,150.93,1,1101,166179.41
2024-09-01,DXB-BOM,6,9,199.45,0,637,127052.24
2024-09-02,DXB-BOM,0,9,149.91,1,883,132370.56
2024-09-03,DXB-BOM,1,9,195.22,0,502,98001.52
2024-09-04,DXB-BOM,2,9,195.11,0,525,102432.2
2024-09-05,DXB-BOM,3,9,195.47,0,572,111806.91
2024-09-06,DXB-BOM,4,9,195.76,0,560,109623.84
2024-09-07,DXB-BOM,5,9,155.69,1,984,153202.01
2024-09-08,DXB-BOM,6,9,195.28,0,613,119708.07
2024-09-09,DXB-BOM,0,9,197.47,0,472,93204.8
2024-09-10,DXB-BOM,1,9,197.95,0,488,96600.29
2024-09-11,DXB-BOM,2,9,197.3,0,525,103583.09
2024-09-12,DXB-BOM,3,9,196.46,0,531,104319.92
2024-09-13,DXB-BOM,4,9,196.11,0,599,117471.01
2024-09-14,DXB-BOM,5,9,173.85,1,748,130041.52
2024-09-15,DXB-BOM,6,9,198.1,0,523,103607.82
2024-09-16,DXB-BOM,0,9,197.98,0,445,88099.68
2024-09-17,DXB-BOM,1,9,197.16,0,449,88522.92
2024-09-18,DXB-BOM,2,9,198.71,0,530,105313.86
2024-09-19,DXB-BOM,3,9,144.36,1,915,132091.91
2024-09-20,DXB-BOM,4,9,202.12,0,583,117835.86
2024-09-21,DXB-BOM,5,9,202.14,0,584,118050.69
2024-09-22,DXB-BOM,6,9,202.09,0,564,113980.56
2024-09-23,DXB-BOM,0,9,198.41,0,514,101983.76
2024-09-24,DXB-BOM,1,9,199.42,0,486,96919.97
2024-09-25,DXB-BOM,2,9,199.52,0,491,97963.33
2024-09-26,DXB-BOM,3,9,200.05,0,528,105627.6
2024-09-27,DXB-BOM,4,9,198.88,0,550,109381.65
2024-09-28,DXB-BOM,5,9,143.08,1,1247,178420.87
2024-09-29,DXB-BOM,6,9,197.46,0,522,103074.32
2024-09-30,DXB-BOM,0,9,150.88,1,808,121910.6
2024-10-01,DXB-BOM,1,10,198.2,0,495,98108.05
2024-10-02,DXB-BOM,2,10,201.21,0,457,91951.65
2024-10-03,DXB-BOM,3,10,201.74,0,558,112569.44
2024-10-04,DXB-BOM,4,10,199.71,0,613,122420.2
2024-10-05,DXB-BOM,5,10,199.4,0,676,134791.46
2024-10-06,DXB-BOM,6,10,198.3,0,526,104305.19
2024-10-07,DXB-BOM,0,10,194.89,0,452,88088.88
2024-10-08,DXB-BOM,1,10,197.16,0,455,89709.94
2024-10-09,DXB-BOM,2,10,198.1,0,492,97463.71
2024-10-10,DXB-BOM,3,10,198.77,0,541,107536.35
2024-10-11,DXB-BOM,4,10,198.9,0,576,114564.6
2024-10-12,DXB-BOM,5,10,196.7,0,556,109364.26
2024-10-13,DXB-BOM,6,10,195.85,0,569,111436.56
2024-10-14,DXB-BOM,0,10,196.98,0,537,105779.03
2024-10-15,DXB-BOM,1,10,195.28,0,490,95685.27
2024-10-16,DXB-BOM,2,10,191.35,0,536,102563.0
2024-10-17,DXB-BOM,3,10,190.88,0,600,114526.62
2024-10-18,DXB-BOM,4,10,190.53,0,652,124227.9
2024-10-19,DXB-BOM,5,10,190.6,0,702,133804.36
2024-10-20,DXB-BOM,6,10,191.56,0,590,113022.7
2024-10-21,DXB-BOM,0,10,192.39,0,492,94653.9
2024-10-22,DXB-BOM,1,10,192.64,0,466,89769.72
2024-10-23,DXB-BOM,2,10,194.3,0,496,96370.82
2024-10-24,DXB-BOM,3,10,191.88,0,586,112441.95
2024-10-25,DXB-BOM,4,10,192.5,0,615,118387.1
2024-10-26,DXB-BOM,5,10,193.3,0,661,127771.48
2024-10-27,DXB-BOM,6,10,191.3,0,594,113632.89
2024-10-28,DXB-BOM,0,10,188.91,0,545,102953.89
2024-10-29,DXB-BOM,1,10,187.65,0,554,103955.78
2024-10-30,DXB-BOM,2,10,186.51,0,546,101835.09
2024-10-31,DXB-BOM,3,10,155.32,1,778,120836.36
2024-11-01,DXB-BOM,4,11,186.43,0,652,121553.83
2024-11-02,DXB-BOM,5,11,185.0,0,706,130612.03
2024-11-03,DXB-BOM,6,11,183.94,0,555,102086.57
2024-11-04,DXB-BOM,0,11,185.47,0,583,108129.73
2024-11-05,DXB-BOM,1,11,185.34,0,532,98602.77
2024-11-06,DXB-BOM,2,11,184.93,0,566,104668.47
2024-11-07,DXB-BOM,3,11,160.41,1,865,138758.26
2024-11-08,DXB-BOM,4,11,186.4,0,644,120042.45
2024-11-09,DXB-BOM,5,11,185.13,0,732,135513.13
2024-11-10,DXB-BOM,6,11,186.95,0,605,113104.4
2024-11-11,DXB-BOM,0,11,187.11,0,528,98795.86
2024-11-12,DXB-BOM,1,11,186.72,0,500,93360.11
2024-11-13,DXB-BOM,2,11,190.32,0,583,110955.59
2024-11-14,DXB-BOM,3,11,188.58,0,590,111262.75
2024-11-15,DXB-BOM,4,11,187.9,0,695,130587.58
2024-11-16,DXB-BOM,5,11,185.89,0,631,117297.76
2024-11-17,DXB-BOM,6,11,187.16,0,660,123528.62
2024-11-18,DXB-BOM,0,11,137.89,1,997,137473.42
2024-11-19,DXB-BOM,1,11,191.89,0,511,98055.46
2024-11-20,DXB-BOM,2,11,156.3,1,759,118633.03
2024-11-21,DXB-BOM,3,11,193.11,0,604,116639.91
2024-11-22,DXB-BOM,4,11,192.41,0,743,142957.24
2024-11-23,DXB-BOM,5,11,189.74,0,627,118966.32
2024-11-24,DXB-BOM,6,11,192.63,0,628,120973.17
2024-11-25,DXB-BOM,0,11,193.17,0,497,96007.97
2024-11-26,DXB-BOM,1,11,192.28,0,521,100175.58
2024-11-27,DXB-BOM,2,11,147.91,1,865,127946.06
2024-11-28,DXB-BOM,3,11,192.48,0,599,115297.87
2024-11-29,DXB-BOM,4,11,144.98,1,1127,163390.52
2024-11-30,DXB-BOM,5,11,192.51,0,662,127440.41
2024-12-01,DXB-BOM,6,12,193.3,0,660,127579.35
2024-12-02,DXB-BOM,0,12,193.04,0,490,94590.6
2024-12-03,DXB-BOM,1,12,190.7,0,571,108889.99
2024-12-04,DXB-BOM,2,12,190.65,0,571,108860.16
2024-12-05,DXB-BOM,3,12,192.06,0,601,115425.35
2024-12-06,DXB-BOM,4,12,191.85,0,723,138704.04
2024-12-07,DXB-BOM,5,12,139.24,1,1211,168620.98
2024-12-08,DXB-BOM,6,12,153.79,1,986,151636.2
2024-12-09,DXB-BOM,0,12,190.9,0,538,102703.09
2024-12-10,DXB-BOM,1,12,189.79,0,601,114065.56
2024-12-11,DXB-BOM,2,12,190.74,0,575,109678.25
2024-12-12,DXB-BOM,3,12,190.62,0,666,126954.93
2024-12-13,DXB-BOM,4,12,191.49,0,761,145722.94
2024-12-14,DXB-BOM,5,12,192.95,0,737,142204.57
2024-12-15,DXB-BOM,6,12,193.82,0,671,130051.82
2024-12-16,DXB-BOM,0,12,194.06,0,537,104208.69
2024-12-17,DXB-BOM,1,12,192.39,0,611,117549.73
2024-12-18,DXB-BOM,2,12,192.21,0,682,131089.84
2024-12-19,DXB-BOM,3,12,191.24,0,813,155480.43
2024-12-20,DXB-BOM,4,12,190.56,0,772,147108.53
2024-12-21,DXB-BOM,5,12,189.82,0,845,160399.04
2024-12-22,DXB-BOM,6,12,188.18,0,640,120434.73
2024-12-23,DXB-BOM,0,12,185.07,0,705,130474.91
2024-12-24,DXB-BOM,1,12,183.9,0,668,122842.45
2024-12-25,DXB-BOM,2,12,184.01,0,645,118688.41
2024-12-26,DXB-BOM,3,12,181.82,0,812,147635.91
2024-12-27,DXB-BOM,4,12,181.67,0,814,147877.59
2024-12-28,DXB-BOM,5,12,184.34,0,813,149872.21
2024-12-29,DXB-BOM,6,12,185.71,0,739,137236.38
2024-12-30,DXB-BOM,0,12,188.0,0,574,107910.24
2024-12-31,DXB-BOM,1,12,188.41,0,631,118886.44
2025-01-01,DXB-BOM,2,1,157.3,1,707,111210.06
2025-01-02,DXB-BOM,3,1,188.73,0,570,107574.03
2025-01-03,DXB-BOM,4,1,187.59,0,637,119491.9
2025-01-04,DXB-BOM,5,1,183.3,0,766,140409.43
2025-01-05,DXB-BOM,6,1,184.91,0,608,112423.27
2025-01-06,DXB-BOM,0,1,187.04,0,498,93147.13
2025-01-07,DXB-BOM,1,1,186.04,0,516,95995.53
2025-01-08,DXB-BOM,2,1,185.48,0,562,104240.91
2025-01-09,DXB-BOM,3,1,184.18,0,592,109032.38
2025-01-10,DXB-BOM,4,1,153.62,1,901,138412.43
2025-01-11,DXB-BOM,5,1,145.8,1,1250,182246.3
2025-01-12,DXB-BOM,6,1,183.3,0,610,111812.15
2025-01-13,DXB-BOM,0,1,183.74,0,550,101055.77
2025-01-14,DXB-BOM,1,1,183.15,0,540,98899.79
2025-01-15,DXB-BOM,2,1,183.14,0,563,103109.45
2025-01-16,DXB-BOM,3,1,183.66,0,666,122315.2
2025-01-17,DXB-BOM,4,1,183.2,0,747,136849.86
2025-01-18,DXB-BOM,5,1,182.87,0,726,132762.96
2025-01-19,DXB-BOM,6,1,182.37,0,603,109971.24
2025-01-20,DXB-BOM,0,1,142.31,1,960,136622.18
2025-01-21,DXB-BOM,1,1,184.11,0,546,100522.93
2025-01-22,DXB-BOM,2,1,184.26,0,632,116455.07
2025-01-23,DXB-BOM,3,1,182.18,0,565,102933.73
2025-01-24,DXB-BOM,4,1,181.44,0,729,132270.88
2025-01-25,DXB-BOM,5,1,182.62,0,829,151388.24
2025-01-26,DXB-BOM,6,1,182.5,0,638,116433.81
2025-01-27,DXB-BOM,0,1,183.31,0,559,102472.37
2025-01-28,DXB-BOM,1,1,185.79,0,551,102370.26
2025-01-29,DXB-BOM,2,1,187.17,0,539,100887.06
2025-01-30,DXB-BOM,3,1,187.14,0,612,114530.36
2025-01-31,DXB-BOM,4,1,186.2,0,676,125872.35
2025-02-01,DXB-BOM,5,2,182.2,0,721,131365.25
2025-02-02,DXB-BOM,6,2,181.77,0,707,128513.97
2025-02-03,DXB-BOM,0,2,181.11,0,597,108124.13
2025-02-04,DXB-BOM,1,2,181.53,0,575,104377.48
2025-02-05,DXB-BOM,2,2,181.12,0,623,112839.97
2025-02-06,DXB-BOM,3,2,180.47,0,657,118569.85
2025-02-07,DXB-BOM,4,2,177.63,0,718,127539.38
2025-02-08,DXB-BOM,5,2,176.05,0,770,135559.08
2025-02-09,DXB-BOM,6,2,176.6,0,695,122733.74
2025-02-10,DXB-BOM,0,2,179.0,0,557,99702.49
2025-02-11,DXB-BOM,1,2,178.68,0,566,101134.61
2025-02-12,DXB-BOM,2,2,179.01,0,589,105434.18
2025-02-13,DXB-BOM,3,2,180.27,0,757,136460.7
2025-02-14,DXB-BOM,4,2,178.88,0,621,111084.58
2025-02-15,DXB-BOM,5,2,179.26,0,767,137494.08
2025-02-16,DXB-BOM,6,2,177.98,0,759,135089.56
2025-02-17,DXB-BOM,0,2,131.56,1,1046,137616.49
2025-02-18,DXB-BOM,1,2,179.17,0,609,109116.72
2025-02-19,DXB-BOM,2,2,138.34,1,975,134879.81
2025-02-20,DXB-BOM,3,2,178.11,0,660,117555.76
2025-02-21,DXB-BOM,4,2,179.01,0,646,115640.29
2025-02-22,DXB-BOM,5,2,181.97,0,766,139390.31
2025-02-23,DXB-BOM,6,2,180.3,0,642,115749.51
2025-02-24,DXB-BOM,0,2,179.62,0,566,101665.72
2025-02-25,DXB-BOM,1,2,152.14,1,761,115780.12
2025-02-26,DXB-BOM,2,2,180.82,0,663,119884.8
2025-02-27,DXB-BOM,3,2,179.82,0,775,139360.37
2025-02-28,DXB-BOM,4,2,175.41,0,787,138046.3
2025-03-01,DXB-BOM,5,3,177.29,0,773,137041.76
2025-03-02,DXB-BOM,6,3,178.27,0,640,114089.89
2025-03-03,DXB-BOM,0,3,135.3,1,1020,138002.84
2025-03-04,DXB-BOM,1,3,174.42,0,681,118779.77
2025-03-05,DXB-BOM,2,3,136.68,1,982,134219.56
2025-03-06,DXB-BOM,3,3,178.63,0,590,105389.32
2025-03-07,DXB-BOM,4,3,179.88,0,774,139224.06
2025-03-08,DXB-BOM,5,3,179.45,0,826,148229.52
2025-03-09,DXB-BOM,6,3,179.42,0,618,110883.1
2025-03-10,DXB-BOM,0,3,179.07,0,607,108695.58
2025-03-11,DXB-BOM,1,3,180.61,0,595,107461.3
2025-03-12,DXB-BOM,2,3,179.14,0,611,109453.84
2025-03-13,DXB-BOM,3,3,177.78,0,663,117865.64
2025-03-14,DXB-BOM,4,3,179.14,0,798,142952.47
2025-03-15,DXB-BOM,5,3,178.92,0,768,137410.08
2025-03-16,DXB-BOM,6,3,180.84,0,615,111213.7
2025-03-17,DXB-BOM,0,3,179.68,0,526,94510.08
2025-03-18,DXB-BOM,1,3,179.44,0,632,113408.91
2025-03-19,DXB-BOM,2,3,177.91,0,647,115108.61
2025-03-20,DXB-BOM,3,3,177.77,0,702,124797.02
2025-03-21,DXB-BOM,4,3,175.41,0,763,133836.07
2025-03-22,DXB-BOM,5,3,174.53,0,799,139448.66
2025-03-23,DXB-BOM,6,3,172.23,0,692,119181.88
2025-03-24,DXB-BOM,0,3,173.12,0,626,108375.24
2025-03-25,DXB-BOM,1,3,174.05,0,544,94685.07
2025-03-26,DXB-BOM,2,3,171.31,0,641,109812.29
2025-03-27,DXB-BOM,3,3,173.17,0,721,124856.78
2025-03-28,DXB-BOM,4,3,176.78,0,804,142127.48
2025-03-29,DXB-BOM,5,3,176.7,0,809,142952.72
2025-03-30,DXB-BOM,6,3,175.6,0,752,132051.73
2025-03-31,DXB-BOM,0,3,179.7,0,653,117342.44
2025-04-01,DXB-BOM,1,4,177.58,0,642,114006.45
2025-04-02,DXB-BOM,2,4,177.47,0,650,115357.01
2025-04-03,DXB-BOM,3,4,177.6,0,706,125388.91
2025-04-04,DXB-BOM,4,4,179.49,0,714,128153.18
2025-04-05,DXB-BOM,5,4,179.89,0,824,148229.87
2025-04-06,DXB-BOM,6,4,179.01,0,767,137299.42
2025-04-07,DXB-BOM,0,4,177.45,0,634,112502.17
2025-04-08,DXB-BOM,1,4,176.8,0,682,120579.69
2025-04-09,DXB-BOM,2,4,175.16,0,591,103520.28
2025-04-10,DXB-BOM,3,4,175.1,0,677,118544.37
2025-04-11,DXB-BOM,4,4,174.13,0,847,147485.27
2025-04-12,DXB-BOM,5,4,171.76,0,877,150630.94
2025-04-13,DXB-BOM,6,4,173.51,0,801,138983.3
2025-04-14,DXB-BOM,0,4,172.64,0,656,113251.31
2025-04-15,DXB-BOM,1,4,170.61,0,623,106290.94
2025-04-16,DXB-BOM,2,4,131.7,1,1081,142372.48
2025-04-17,DXB-BOM,3,4,170.21,0,701,119319.78
2025-04-18,DXB-BOM,4,4,167.47,0,813,136154.35
2025-04-19,DXB-BOM,5,4,167.85,0,960,161133.7
2025-04-20,DXB-BOM,6,4,166.16,0,852,141565.37
2025-04-21,DXB-BOM,0,4,168.6,0,707,119202.89
2025-04-22,DXB-BOM,1,4,169.27,0,603,102070.74
2025-04-23,DXB-BOM,2,4,168.55,0,694,116976.87
2025-04-24,DXB-BOM,3,4,167.32,0,745,124653.99
2025-04-25,DXB-BOM,4,4,167.05,0,947,158194.83
2025-04-26,DXB-BOM,5,4,167.85,0,885,148550.57
2025-04-27,DXB-BOM,6,4,167.7,0,753,126280.2
2025-04-28,DXB-BOM,0,4,167.27,0,711,118925.73
2025-04-29,DXB-BOM,1,4,167.24,0,669,111885.25
2025-04-30,DXB-BOM,2,4,166.23,0,802,133314.37
2025-05-01,DXB-BOM,3,5,165.6,0,793,131324.28
2025-05-02,DXB-BOM,4,5,162.37,0,865,140448.88
2025-05-03,DXB-BOM,5,5,163.72,0,847,138673.67
2025-05-04,DXB-BOM,6,5,164.07,0,848,139128.66
2025-05-05,DXB-BOM,0,5,162.8,0,731,119009.05
2025-05-06,DXB-BOM,1,5,165.55,0,658,108931.11
2025-05-07,DXB-BOM,2,5,165.58,0,807,133621.56
2025-05-08,DXB-BOM,3,5,163.92,0,894,146547.99
2025-05-09,DXB-BOM,4,5,165.11,0,930,153552.52
2025-05-10,DXB-BOM,5,5,165.61,0,1048,173558.99
2025-05-11,DXB-BOM,6,5,166.11,0,879,146006.48
2025-05-12,DXB-BOM,0,5,165.37,0,712,117744.45
2025-05-13,DXB-BOM,1,5,165.95,0,685,113677.97
2025-05-14,DXB-BOM,2,5,165.47,0,807,133532.6
2025-05-15,DXB-BOM,3,5,166.21,0,875,145434.07
2025-05-16,DXB-BOM,4,5,163.26,0,980,159997.49
2025-05-17,DXB-BOM,5,5,162.52,0,972,157972.34
2025-05-18,DXB-BOM,6,5,165.02,0,906,149506.78
2025-05-19,DXB-BOM,0,5,127.73,1,1163,148549.4
2025-05-20,DXB-BOM,1,5,162.79,0,768,125023.16
2025-05-21,DXB-BOM,2,5,162.03,0,888,143886.86
2025-05-22,DXB-BOM,3,5,160.13,0,898,143796.68
2025-05-23,DXB-BOM,4,5,156.74,0,968,151720.65
2025-05-24,DXB-BOM,5,5,131.06,1,1446,189518.34
2025-05-25,DXB-BOM,6,5,156.44,0,1045,163474.97
2025-05-26,DXB-BOM,0,5,156.28,0,882,137838.27
2025-05-27,DXB-BOM,1,5,155.99,0,849,132431.94
2025-05-28,DXB-BOM,2,5,155.98,0,870,135698.75
2025-05-29,DXB-BOM,3,5,157.44,0,1018,160270.22
2025-05-30,DXB-BOM,4,5,157.08,0,1036,162733.39
2025-05-31,DXB-BOM,5,5,156.15,0,1177,183784.58
2025-06-01,DXB-BOM,6,6,155.66,0,976,151919.74
2025-06-02,DXB-BOM,0,6,156.46,0,842,131736.25
2025-06-03,DXB-BOM,1,6,158.51,0,821,130134.75
2025-06-04,DXB-BOM,2,6,157.5,0,884,139229.97
2025-06-05,DXB-BOM,3,6,157.58,0,1010,159160.13
2025-06-06,DXB-BOM,4,6,158.03,0,1124,177624.71
2025-06-07,DXB-BOM,5,6,156.48,0,920,143960.57
2025-06-08,DXB-BOM,6,6,156.45,0,988,154572.12
2025-06-09,DXB-BOM,0,6,154.19,0,915,141086.04
2025-06-10,DXB-BOM,1,6,151.48,0,1036,156934.91
2025-06-11,DXB-BOM,2,6,122.7,1,1360,166871.18
2025-06-12,DXB-BOM,3,6,151.35,0,1129,170869.12
2025-06-13,DXB-BOM,4,6,151.6,0,1335,202380.49
2025-06-14,DXB-BOM,5,6,151.52,0,1182,179093.49
2025-06-15,DXB-BOM,6,6,150.0,0,1174,176102.86
2025-06-16,DXB-BOM,0,6,149.89,0,961,144040.11
2025-06-17,DXB-BOM,1,6,147.99,0,983,145472.69
2025-06-18,DXB-BOM,2,6,150.03,0,987,148078.48
2025-06-19,DXB-BOM,3,6,147.95,0,1139,168515.29
2025-06-20,DXB-BOM,4,6,147.61,0,1528,225553.06
2025-06-21,DXB-BOM,5,6,146.01,0,1473,215069.77
2025-06-22,DXB-BOM,6,6,146.82,0,1298,190576.48
2025-06-23,DXB-BOM,0,6,146.29,0,1108,162086.0
2025-06-24,DXB-BOM,1,6,145.47,0,964,140234.43
2025-06-25,DXB-BOM,2,6,146.72,0,1126,165201.12
2025-06-26,DXB-BOM,3,6,146.72,0,1310,192209.0
2025-06-27,DXB-BOM,4,6,147.47,0,1270,187281.91
2025-06-28,DXB-BOM,5,6,145.96,0,1508,220111.0
2025-06-29,DXB-BOM,6,6,143.82,0,1338,192437.22
2025-06-30,DXB-BOM,0,6,143.96,0,1249,179801.45
2025-07-01,DXB-BOM,1,7,143.45,0,1081,155069.97
2025-07-02,DXB-BOM,2,7,144.36,0,1071,154613.85
2025-07-03,DXB-BOM,3,7,144.22,0,1257,181283.85
2025-07-04,DXB-BOM,4,7,112.15,1,2406,269842.06
2025-07-05,DXB-BOM,5,7,142.05,0,1346,191195.19
2025-07-06,DXB-BOM,6,7,144.86,0,1120,162242.36
2025-07-07,DXB-BOM,0,7,144.59,0,1131,163535.8
2025-07-08,DXB-BOM,1,7,145.62,0,1058,154069.04
2025-07-09,DXB-BOM,2,7,144.35,0,1154,166583.1
2025-07-10,DXB-BOM,3,7,144.8,0,1355,196204.33
2025-07-11,DXB-BOM,4,7,142.83,0,1392,198823.37
2025-07-12,DXB-BOM,5,7,143.5,0,1322,189706.14
2025-07-13,DXB-BOM,6,7,142.96,0,1473,210573.01
2025-07-14,DXB-BOM,0,7,142.99,0,1080,154429.48
2025-07-15,DXB-BOM,1,7,144.03,0,1038,149503.09
2025-07-16,DXB-BOM,2,7,142.18,0,1263,179567.44
2025-07-17,DXB-BOM,3,7,141.14,0,1309,184757.81
2025-07-18,DXB-BOM,4,7,141.83,0,1448,205365.97
2025-07-19,DXB-BOM,5,7,114.23,1,2301,262838.18
2025-07-20,DXB-BOM,6,7,144.77,0,1359,196737.15
2025-07-21,DXB-BOM,0,7,145.65,0,1082,157597.95
2025-07-22,DXB-BOM,1,7,145.5,0,1180,171686.2
2025-07-23,DXB-BOM,2,7,148.41,0,948,140696.98
2025-07-24,DXB-BOM,3,7,145.8,0,1310,190997.42
2025-07-25,DXB-BOM,4,7,145.95,0,1298,189441.54
2025-07-26,DXB-BOM,5,7,143.52,0,1588,227908.57
2025-07-27,DXB-BOM,6,7,139.77,0,1355,189387.82
2025-07-28,DXB-BOM,0,7,140.23,0,1121,157195.01
